timedelta,rangeDiff,batteryPctDiff,distance,temperature
13,4,3,5.6566,7.3
21,29,12,8.3975,2.5
24,8,8,2.1194,9.2
3,-1,1,0.0109,4.4
24,17,8,4.7999,2.1
16,7,5,4.4985,1.9
33,17,7,0.8916000000000001,2.1
47,30,19,1.4364000000000001,5.4
29,15,5,9.0076,8.0
16,7,6,4.785399999999999,4.1
1,0,0,0.0,7.5
21,10,8,6.9276,4.4
58,15,6,6.5142,3.8
25,15,11,13.9725,4.6
16,15,6,2.7533000000000003,4.9
27,5,5,6.7946,7.5
15,20,11,0.0048,6.5
9,38,21,7.915,4.3
36,72,25,7.2641,6.0
13,5,15,1.8434000000000001,6.2
7,3,1,1.4022999999999999,7.6
17,5,5,4.0064,5.8
16,12,4,2.4657,5.0
5,29,18,8.0282,7.7
14,17,9,4.2649,4.7
28,13,12,8.8071,2.6
46,34,8,3.8110999999999997,10.6
28,2,1,0.4106,4.6
17,7,3,3.9686,4.0
20,0,0,0.0,9.5
10,5,2,1.3199,6.4
31,35,7,7.9909,6.4
9,52,21,0.7163999999999999,4.2
2,-1,0,0.0,6.2
19,40,9,6.376399999999999,6.5
27,9,9,8.2228,2.8
40,34,23,4.7925,4.3
45,32,19,1.2285,5.9
23,43,19,8.240200000000002,4.1
16,19,8,7.3102,6.0
21,23,6,5.6911000000000005,6.9
12,8,6,3.8219000000000003,4.0
9,18,4,2.7620999999999998,8.7
7,5,3,0.0036,10.0
49,16,10,11.4762,5.2
51,61,31,7.4688,3.0
14,57,15,7.9059,5.0
5,8,3,1.9245999999999999,1.8
16,20,9,3.1083000000000003,3.3
15,8,4,1.8254000000000001,12.9
52,58,32,7.8046999999999995,6.5
23,13,7,3.9434,7.6
31,26,14,7.9287,2.0
8,8,4,3.3465,7.0
17,19,5,1.6182999999999998,7.9
0,0,0,0.0,1.3
31,24,10,4.2221,3.9
8,1,2,1.8796,9.4
18,11,9,8.0642,2.6
14,3,4,4.5203,8.7
11,1,3,0.0109,4.7
38,15,7,2.9375,11.4
9,4,4,1.3725,1.1
16,11,6,4.2823,6.2
2,10,3,0.8457,6.9
15,9,8,1.1538,8.2
22,63,24,0.5572,5.8
15,6,3,0.0028,4.7
10,8,6,5.482600000000001,6.5
8,6,3,2.5955,6.5
5,3,1,0.1264,8.0
16,3,7,8.2405,7.5
20,55,9,8.1945,4.0
30,-22,7,2.222,5.1
36,10,12,9.5365,4.0
11,15,7,0.004900000000000001,5.0
13,14,6,5.6505,7.6
22,18,18,13.7128,2.8
20,21,16,3.0045,5.0
14,8,4,3.7685,4.3
7,6,3,1.6433,3.3
26,18,16,4.8237,5.6
24,38,8,5.2246999999999995,4.3
9,11,3,0.1019,8.4
13,22,9,7.0083,6.9
8,-12,3,3.3019000000000003,11.5
18,46,7,1.9281,9.2
41,14,11,7.0455,4.3
17,7,4,4.2512,10.2
4,3,1,0.9973,4.3
13,97,23,0.7938,2.7
35,38,12,7.5046,5.3
18,37,19,3.7108000000000003,7.1
0,18,19,5.4515,7.6
8,5,4,1.9507999999999999,2.6
5,13,2,2.002,5.4
8,1,2,2.7696,9.2
18,14,8,3.5995,4.1
7,80,36,5.1132,2.7
39,88,58,4.912,4.0
28,57,15,1.5142,4.2
10,8,3,3.2662,2.3
26,15,11,6.6738,4.3
2,0,10,0.7332000000000001,8.9
5,2,2,2.0362,7.3
12,4,4,3.1317,1.8
25,2,5,0.9332,7.4
40,13,13,16.0805,4.3
28,24,12,3.1486,5.1
11,11,3,2.754,7.9
30,7,7,5.4766,4.3
37,15,8,2.4272,11.4
16,9,7,6.5335,6.0
8,0,2,1.9167,2.2
25,-27,4,3.1908000000000003,3.0
21,4,11,0.0048,5.7
41,8,8,0.2015,6.1
10,28,3,3.2324,7.6
8,-4,3,2.594,4.1
24,8,5,6.1224,4.0
13,6,2,1.4837,9.5
22,17,10,2.5915,4.4
7,24,2,2.0845,6.3
7,5,3,2.1572,4.4
59,15,18,0.0095,4.1
16,9,10,8.6971,4.0
11,12,3,3.5871,2.6
35,10,11,0.4987,4.4
11,6,6,5.4859,3.9
24,-1,4,3.0080999999999998,3.1
8,2,1,0.0,7.7
20,0,7,7.731,13.1
11,13,7,2.4845,4.3
9,3,2,0.0036,6.9
20,15,9,7.601,2.6
33,21,15,13.0059,2.7
11,6,3,3.2527,7.4
5,1,1,0.0,6.7
33,17,11,8.4339,8.7
4,13,5,1.2305,4.3
11,1,4,3.6989,4.9
3,5,3,1.5865,4.8
30,30,13,1.2719,3.7
23,31,9,4.8985,4.7
6,57,2,1.3384,3.5
48,49,17,11.5099,4.7
34,8,12,9.405899999999999,5.2
19,4,4,5.724399999999999,11.9
6,7,4,2.5425999999999997,4.6
2,-5,0,0.0,6.5
28,6,6,6.2586,10.3
16,21,4,1.1649,6.4
28,14,8,6.7287,0.3
34,3,15,4.2716,5.9
16,25,4,4.0781,10.4
6,5,4,2.3534,8.7
1,0,0,0.14930000000000002,9.1
19,13,9,5.1734,4.3
11,0,2,0.761,2.4
7,61,38,5.6173,0.7
8,6,2,1.8435,8.3
7,6,4,2.5322,7.8
4,3,2,1.2965,3.4
27,14,9,6.2873,11.9
32,17,3,0.009,13.8
14,8,8,8.414399999999999,7.8
14,12,7,3.4042,4.2
12,9,7,4.8391,5.2
7,18,5,2.3011,4.2
12,14,5,0.061399999999999996,6.0
25,-8,7,9.857899999999999,3.0
17,24,6,4.9578,2.8
14,5,5,5.9565,7.2
55,37,27,0.3635,4.9
13,48,30,1.7935999999999999,3.9
21,13,5,2.7894,0.2
10,4,3,2.5614,11.5
6,4,2,1.0285,4.5
21,12,10,7.230300000000001,0.6
19,30,18,13.2962,2.3
9,10,5,2.9002,5.7
5,3,6,0.0879,8.6
45,33,11,6.9016,4.8
0,0,0,0.0,4.2
13,36,4,2.7352,3.2
7,3,2,1.3984,6.6
20,38,5,3.1904,5.3
8,18,5,0.0038,6.8
10,15,8,2.976,7.5
7,7,3,0.0482,5.3
16,61,31,0.9758,8.6
44,23,14,12.999600000000001,4.3
14,8,7,6.9195,2.5
20,6,5,8.3382,7.7
11,11,5,3.9985999999999997,4.3
11,29,4,4.279100000000001,6.5
33,27,11,4.192699999999999,2.7
11,5,3,2.5736,5.4
28,50,14,7.7701,7.8
23,14,10,4.187399999999999,0.2
20,45,4,1.7094,12.9
29,7,12,11.972700000000001,4.9
5,3,1,1.766,6.1
37,-17,9,0.8208,7.2
27,10,8,4.567,11.8
21,15,13,3.9249,-0.2
35,13,7,8.3944,6.1
18,30,12,2.259,7.8
26,26,7,7.2005,7.8
23,9,8,6.6829,4.3
5,3,3,2.7385,6.0
24,-9,8,10.303,10.2
16,17,8,5.045100000000001,7.4
10,7,6,5.6147,6.8
37,67,12,9.5138,9.4
23,60,13,1.6959000000000002,3.1
14,44,6,7.3738,2.8
25,17,6,1.6992,5.3
9,30,5,0.5578,4.6
0,0,0,0.0,5.5
18,30,7,7.9636000000000005,7.7
14,5,7,6.4298,6.4
3,3,1,0.9435,3.9
32,12,9,7.3724,10.0
21,9,7,7.4752,10.8
6,24,5,2.6601999999999997,9.8
20,24,6,5.8979,5.0
1,0,0,1.2885,5.0
8,-1,2,1.7979,7.5
23,7,7,7.7938,5.0
12,4,2,2.8224,10.2
14,-16,8,7.981199999999999,4.4
16,26,27,12.8338,10.7
22,87,63,1.0744,5.2
18,9,6,5.722899999999999,7.9
11,14,6,3.0799000000000003,4.8
0,32,28,0.22669999999999998,4.9
35,11,6,0.0085,4.6
19,-6,10,8.356399999999999,5.2
29,14,11,5.6946,8.2
9,20,7,6.4168,10.7
11,10,4,2.0042999999999997,2.4
6,3,2,1.8283,3.9
9,6,4,3.407,4.1
14,30,4,4.5465,3.9
10,10,6,4.2666,3.4
14,-10,5,3.9014,4.8
19,18,9,10.082799999999999,1.7
7,3,3,2.0467,7.4
12,3,6,0.0056,12.9
22,2,3,2.7534,9.6
18,21,7,5.4415,5.9
39,-8,8,2.1501,3.9
11,7,4,3.5991999999999997,9.4
18,9,6,6.417800000000001,7.0
54,23,14,0.0001,14.0
13,17,5,0.0073,7.5
11,91,54,8.1829,6.5
11,10,3,1.4814,11.2
17,-11,3,5.1676,6.2
18,13,9,6.7986,6.7
1,0,0,0.0060999999999999995,4.3
7,-3,2,1.9783,4.9
3,0,1,0.5983999999999999,2.2
8,-15,-1,0.0,5.9
18,-103,7,7.3934,10.2
29,9,7,4.9289,2.6
7,9,4,1.9838,0.6
5,6,4,0.0006,7.3
7,1,0,1.5262,8.3
10,0,2,3.4835,5.5
8,4,3,1.2754,5.1
5,15,4,1.364,3.6
6,3,1,2.4196999999999997,3.5
11,9,4,3.875,4.5
4,-5,1,0.0,3.9
12,9,4,2.5425,9.3
13,0,0,0.0,5.7
22,-1,6,9.2615,3.3
3,0,0,0.8137000000000001,8.6
49,1,13,10.970600000000001,11.5
12,6,4,2.8371,5.0
9,5,4,4.1875,3.3
13,3,3,3.5124,7.8
29,23,11,7.6081,7.9
17,3,7,8.225700000000002,2.8
20,41,7,6.3986,3.9
36,38,29,0.013800000000000002,5.9
22,58,36,25.7539,6.3
10,7,6,3.9059,1.5
6,8,4,2.2444,12.2
59,35,19,2.8165,4.6
15,0,5,4.7826,4.7
11,38,4,3.6894,5.1
6,4,2,2.531,10.9
32,24,19,7.6716999999999995,2.9
13,17,12,4.8963,6.0
10,4,3,2.713,7.9
40,5,2,1.5965,3.5
37,33,17,0.32030000000000003,5.3
38,28,17,8.0943,2.6
6,22,11,6.247,3.9
25,0,4,5.4655,7.9
3,15,1,0.6829,4.9
22,33,18,0.5405,5.5
17,10,5,2.8002,2.9
16,-11,3,2.8075,6.7
12,3,3,4.1125,6.5
23,0,4,3.7327,7.5
10,6,4,0.061200000000000004,2.5
13,10,4,4.7106,9.8
9,6,4,2.6296,7.4
15,8,4,4.0167,5.3
15,5,7,2.6804,1.5
7,5,2,1.9383,10.2
25,33,12,6.2956,1.1
8,-1,3,1.3122,3.5
8,12,8,6.7336,5.9
8,3,2,2.8958000000000004,5.0
4,6,2,1.3220999999999998,4.3
20,7,8,3.5172,4.5
11,6,3,1.4263,4.9
55,18,12,4.1723,4.6
16,6,5,5.8713,4.6
45,31,18,0.0193,9.6
20,13,10,6.5486,5.3
15,4,4,3.0413,5.9
18,34,7,4.5936,5.4
10,3,4,4.6118999999999994,2.9
11,7,3,1.6663,9.6
22,12,6,6.6853,6.1
10,5,5,3.1355,4.7
25,4,3,3.2139,5.9
29,15,12,11.6605,2.8
19,16,5,3.045,7.7
17,7,6,4.573300000000001,3.1
15,13,4,0.9953,5.8
13,2,4,2.2219,10.5
49,22,20,0.467,7.4
28,47,25,0.2204,8.2
11,9,4,6.6431000000000004,11.9
18,22,12,4.5503,2.7
2,0,0,0.0,7.6
27,50,10,6.3599,4.0
5,13,3,2.9883,5.2
1,1,1,0.30660000000000004,4.6
11,3,6,5.2802,3.9
25,2,2,0.0892,8.9
9,0,0,0.0119,2.6
16,37,8,11.249600000000001,4.9
19,16,4,3.3034,2.9
14,34,5,2.0976999999999997,4.0
17,-9,5,7.1898,6.5
11,9,7,0.1367,1.3
32,16,13,12.0109,3.7
17,7,6,0.35719999999999996,12.0
16,14,11,0.009300000000000001,3.4
16,14,8,4.8359,4.9
20,8,5,2.6336999999999997,11.6
13,46,5,1.5135999999999998,9.8
26,21,12,0.2201,4.7
18,14,8,3.6663,5.1
18,9,6,5.2654,7.5
25,25,15,0.052399999999999995,2.8
20,17,12,8.741299999999999,6.4
15,3,2,3.3411999999999997,13.3
8,6,4,3.37,1.4
4,15,9,0.9014,10.5
11,0,0,0.0,8.6
16,3,3,5.4275,5.9
7,9,1,1.3867,14.4
7,2,2,2.2609,4.6
10,26,7,5.9268,4.0
15,11,6,3.9949,5.7
19,1,0,0.3758,5.8
25,14,9,2.5046999999999997,3.3
12,6,6,5.4218,13.1
9,4,2,3.4015999999999997,10.1
13,-8,6,5.636100000000001,5.5
18,12,6,1.077,3.5
41,25,12,0.0121,4.8
6,4,1,1.0037,10.6
6,0,0,0.08009999999999999,5.2
21,28,9,6.8362,7.8
11,8,6,3.2575,8.8
28,12,8,5.043100000000001,5.3
13,6,6,7.4532,9.4
10,13,1,1.7055,5.8
14,6,4,2.4253,4.6
24,6,4,2.8745,9.2
10,1,3,1.4947000000000001,6.3
5,5,2,1.6569,4.8
24,14,6,3.5926,8.9
8,3,2,2.3897,7.4
19,7,5,5.3889,4.5
23,18,11,5.6836,5.4
20,24,8,8.526399999999999,10.3
27,0,8,0.0048,4.6
16,3,1,0.07859999999999999,4.1
9,33,4,0.0322,2.1
4,2,2,1.8527,2.4
5,2,1,0.0035,8.5
0,0,0,0.0,4.7
27,20,7,5.9458,10.6
45,107,73,2.1373,9.6
9,7,4,2.5391,4.5
13,16,8,5.582199999999999,5.4
51,15,10,1.4562,3.5
29,11,5,3.971,5.7
26,41,7,8.6554,3.9
11,-7,2,3.6778000000000004,4.7
36,16,11,8.2653,4.7
29,29,20,0.2285,7.5
17,13,10,9.5155,5.2
3,3,2,0.7036,4.2
14,39,5,7.1656,3.9
6,3,3,2.6529000000000003,3.5
13,9,8,5.9224,1.2
5,13,7,0.7014,12.9
10,11,5,5.414899999999999,7.5
15,5,5,5.2171,10.6
6,1,1,1.1661,5.3
9,6,2,0.0173,9.9
13,9,4,4.581600000000001,11.6
16,9,4,3.9061,3.5
5,-10,1,1.6641,6.1
10,70,29,0.6638,6.2
19,0,6,6.8871,6.4
12,5,3,2.9351,1.9
28,14,10,6.365399999999999,6.4
16,22,14,2.2285999999999997,1.7
13,11,5,4.4003000000000005,3.8
10,50,27,0.0005,2.7
6,3,2,3.0702,4.5
19,11,4,2.5852,9.4
11,-4,3,0.37210000000000004,14.4
20,16,8,3.2641,3.3
17,13,6,5.222,3.6
4,3,2,1.3735,3.9
11,9,6,4.2957,9.1
9,3,6,0.0678,6.2
6,0,0,0.0,11.5
10,15,3,2.6406,14.7
13,33,9,8.0593,7.9
49,8,4,1.8558,10.5
46,37,30,0.9226,7.8
9,5,3,2.5779,12.0
20,3,4,4.6044,14.0
21,7,8,0.7394,2.7
14,7,4,4.166399999999999,11.2
0,0,0,0.0,9.5
19,-3,9,7.2992,-0.7
14,6,5,3.3253000000000004,2.7
11,5,3,0.19290000000000002,5.2
25,13,11,11.085700000000001,5.4
11,34,6,5.5618,2.3
9,4,3,0.0013,3.4
50,25,12,8.1478,7.6
17,6,6,4.703600000000001,2.2
5,0,0,0.0,4.9
54,3,15,11.886700000000001,4.9
44,9,9,10.8485,10.1
40,18,12,12.4621,5.1
25,29,18,3.1858,11.7
11,6,2,1.0288,5.4
22,4,2,0.485,-0.6
0,0,0,0.0,7.5
22,19,12,5.8756,3.3
9,19,3,2.2558000000000002,4.7
5,3,1,2.163,1.3
13,9,6,1.5644,7.8
44,47,35,0.0094,4.4
35,14,7,2.0037000000000003,8.7
15,4,5,4.0992,3.6
22,20,8,6.5196000000000005,4.9
22,20,12,12.1697,2.5
32,45,21,0.0099,13.9
9,4,0,3.4868,5.8
13,7,7,4.756600000000001,6.7
12,14,5,4.7693,6.6
20,25,12,12.038799999999998,3.4
3,0,0,0.06620000000000001,6.4
12,9,7,6.309699999999999,1.8
7,8,1,1.0106,2.4
21,19,6,1.779,5.8
2,-23,-1,0.0,8.0
22,29,6,2.7355,9.2
11,11,4,4.0234000000000005,8.7
8,2,2,0.0011,6.4
25,0,0,0.0,14.3
35,27,20,10.5944,4.9
37,24,15,15.9276,1.5
5,0,0,0.0,9.6
8,13,7,4.5037,12.2
23,17,12,10.7384,5.3
1,50,19,0.007,6.5
37,21,11,13.0082,5.3
39,71,46,7.6683,2.8
18,36,10,5.9036,4.0
40,51,8,0.8011,7.0
18,10,5,0.0043,6.1
32,17,12,9.5572,2.1
9,9,5,4.2062,7.3
14,28,2,2.7743,2.9
9,5,3,3.4861999999999997,3.6
20,9,7,7.3441,3.9
33,22,10,1.6042,5.2
45,52,41,0.0034,5.8
41,34,16,3.4141,3.4
8,7,4,3.7419000000000002,5.0
15,5,5,3.4464,4.0
16,16,5,3.7549,2.3
45,18,9,0.24919999999999998,2.8
19,33,12,9.9497,9.2
43,71,16,12.5402,2.3
5,4,2,1.434,2.6
12,0,3,0.0017,8.9
18,6,5,4.3885,7.8
15,8,5,4.0048,8.7
13,0,0,0.0,10.9
11,16,8,0.0355,9.6
13,2,3,2.8468,2.3
20,9,7,6.076,2.3
11,10,6,1.0325,4.4
6,0,0,0.0,10.2
50,-23,4,5.8027,10.3
14,4,1,0.801,8.5
14,-15,6,8.473,9.5
16,12,11,1.5423,8.9
11,39,10,4.3213,7.1
7,7,5,1.8468,4.3
24,6,10,7.292800000000001,4.9
4,5,3,1.0485,5.1
7,22,9,4.0501,1.2
24,-24,4,5.7683,5.7
19,13,7,6.96,4.6
21,19,11,7.7115,2.8
53,8,6,4.184399999999999,10.4
25,42,12,4.7634,3.2
10,1,3,3.5635,10.2
10,3,2,1.3253,6.0
29,62,38,3.2265,10.7
21,14,8,9.048200000000001,1.4
20,20,10,6.157100000000001,2.8
10,6,6,3.9323,5.7
33,16,12,8.241,5.1
13,16,11,7.6819,4.0
15,51,4,3.8354,5.9
10,9,6,5.2134,2.4
53,47,14,0.802,7.2
10,24,8,0.0263,9.0
32,56,37,1.8560999999999999,4.6
24,13,17,11.742299999999998,7.3
32,16,16,11.6599,5.3
22,9,8,8.2316,2.1
8,9,4,3.1015,1.1
21,14,6,4.0501,8.2
27,-145,4,5.0462,6.4
33,21,13,8.350100000000001,2.6
49,37,11,0.009300000000000001,6.0
9,-3,2,1.8034000000000001,5.2
22,13,9,3.9378,4.2
14,8,6,5.6384,3.8
29,21,10,7.4701,4.7
5,6,3,1.8082,2.4
14,16,7,3.9223000000000003,7.9
25,24,8,5.5897,4.3
5,0,0,1.1579000000000002,9.9
23,14,14,0.8072999999999999,4.6
39,18,15,1.5203,5.7
21,29,15,7.0011,6.6
13,9,6,8.556,11.4
13,18,5,2.4001,4.5
39,40,13,0.020300000000000002,7.0
15,4,4,6.866899999999999,4.1
15,8,4,3.7393,4.5
24,74,30,28.6102,1.4
14,9,6,3.7074000000000003,3.8
9,-23,2,0.7685,10.3
12,24,3,2.7835,9.4
14,17,14,12.2606,1.5
32,8,7,4.0185,4.9
13,9,6,2.0561,4.7
51,45,17,1.692,5.0
19,11,4,5.7112,3.2
13,30,21,0.0146,3.3
13,7,4,3.9143000000000003,11.6
15,16,10,8.905700000000001,4.4
52,49,28,9.6993,5.3
10,10,6,4.0076,6.1
32,14,8,1.5301,2.8
3,1,0,0.6811,8.5
17,23,25,2.8638000000000003,3.4
7,8,5,2.3659,1.9
34,7,5,4.6819,1.4
8,13,7,4.2245,5.3
13,2,5,4.0776,1.2
36,28,12,0.026699999999999998,4.5
12,3,3,3.6815,9.3
0,0,0,0.0,5.4
16,9,7,4.1692,6.2
38,23,9,3.5699,2.7
18,16,6,1.7778,7.7
51,0,-20,0.0,7.3
18,9,6,10.0764,7.5
12,6,4,1.6477,2.6
30,30,8,6.5281,7.1
5,26,11,7.3628,8.1
9,9,5,0.0001,5.5
20,6,6,6.9043,3.9
24,13,9,9.171899999999999,4.6
5,2,1,1.4569,8.7
13,6,6,6.3937,3.9
15,10,7,6.489199999999999,3.9
12,5,3,2.4378,5.0
49,13,7,2.6508000000000003,7.2
30,-5,8,1.075,2.2
30,2,2,1.6994,7.9
27,39,20,14.7516,5.0
34,24,11,11.3674,8.5
19,4,6,7.3906,8.7
5,5,3,2.1908000000000003,7.9
11,10,3,2.7943000000000002,2.2
18,14,7,7.6402,5.3
3,15,2,1.0497,6.7
13,4,4,3.4571,8.5
33,13,9,0.2993,4.2
21,7,6,6.4938,13.3
13,9,12,8.0562,2.3
20,6,4,4.9255,4.1
13,8,5,0.0159,3.4
25,30,3,2.5599000000000003,2.0
11,18,3,0.695,3.5
4,-2,1,0.7711,2.1
19,16,8,3.1292,6.4
16,-21,4,5.9656,7.8
12,8,4,2.6056,1.5
5,17,6,3.1523000000000003,4.5
11,28,3,2.5744000000000002,8.7
10,8,5,4.9547,7.5
9,13,5,3.7657,4.6
32,24,12,1.5249000000000001,6.0
9,50,21,0.35710000000000003,4.9
12,-1,2,1.986,6.0
12,22,3,2.1906,7.8
30,10,11,3.0187,3.7
37,27,13,12.621799999999999,7.6
23,11,9,7.0791,4.1
17,10,9,7.9468000000000005,4.3
1,-3,0,0.0296,7.8
13,13,6,0.1171,5.1
2,0,0,0.0,3.8
8,-7,2,1.4955999999999998,7.8
12,8,5,4.5196000000000005,8.1
16,14,5,5.297,7.9
9,40,3,1.7652999999999999,4.4
1,0,0,0.0,7.0
5,6,3,1.7785,3.0
11,16,13,1.019,5.3
9,4,2,0.022,8.1
9,2,2,2.2698,3.8
53,31,20,7.8736999999999995,5.2
8,4,5,3.8901,6.6
30,9,6,3.1050999999999997,4.4
41,5,10,10.766399999999999,4.1
12,17,15,4.0049,4.6
29,8,14,0.0002,7.1
1,0,0,0.0,8.7
13,7,4,3.0975,3.1
12,6,4,3.6509,3.5
19,11,6,3.6559,2.8
8,11,5,3.78,9.2
20,19,7,6.5089,5.4
8,17,1,0.006900000000000001,6.5
19,-15,4,2.9812,6.2
27,21,10,1.7655999999999998,8.3
9,-16,3,2.7464,13.5
9,9,5,2.9294000000000002,2.4
1,0,0,0.0,7.7
26,30,4,3.3319,2.6
14,1,4,3.6151999999999997,1.4
34,10,12,4.9767,2.9
14,41,8,3.9628,3.2
33,21,10,6.5069,8.3
44,3,6,7.5785,5.2
5,0,1,0.0,3.8
11,18,4,3.5213,2.7
38,10,10,3.5305999999999997,5.6
6,5,3,2.7647,7.7
20,9,6,4.8149,12.3
13,9,6,6.3607,7.6
19,12,6,5.3763000000000005,7.3
5,2,1,1.61,4.9
16,36,20,0.0108,5.1
23,34,7,9.726600000000001,12.7
12,-4,4,3.3861999999999997,5.0
8,46,5,4.0314,4.2
10,10,5,0.001,7.0
16,0,4,3.6323000000000003,5.0
18,12,7,5.7028,1.3
13,38,4,4.1523,4.0
11,6,2,1.8376,5.0
12,7,3,0.0012,4.2
17,13,10,8.649,4.5
5,2,2,1.3445,7.5
15,14,7,6.1686000000000005,5.5
24,9,7,9.2666,6.5
17,39,11,6.1068,1.4
23,20,7,8.3113,3.7
51,32,13,3.2521,7.7
0,0,0,0.0,8.5
55,22,10,0.4055,2.9
4,5,3,2.9688000000000003,4.5
7,54,13,0.0855,9.1
27,15,14,1.7234,4.2
46,21,16,13.3066,2.7
18,28,15,0.2666,4.2
21,48,7,0.6283,4.5
28,-2,7,6.5939,4.1
37,19,15,15.658299999999999,3.6
16,9,3,0.0723,2.5
10,18,8,6.9858,1.5
16,38,6,4.8834,5.4
27,4,3,3.4274,4.3
10,15,1,1.0426,6.2
50,36,33,2.7121,3.2
4,2,0,1.6442999999999999,9.4
10,34,6,6.5342,0.8
6,4,2,1.7795999999999998,10.7
10,2,2,1.8104,10.5
32,15,8,0.0273,2.7
7,7,3,1.4566,4.5
30,28,17,1.0017,8.4
9,39,6,4.4861,3.4
15,6,5,3.6765,8.0
36,9,13,0.0115,2.7
6,1,1,0.005900000000000001,8.0
27,10,8,6.5554,4.6
5,3,2,2.337,3.7
8,2,2,1.5888,10.2
22,0,5,3.5244,6.4
25,14,13,9.7219,5.8
10,8,4,2.4522,3.4
18,45,18,6.595,4.7
10,4,2,1.4370999999999998,2.8
31,20,14,4.4173,4.1
6,23,1,1.7939,9.1
40,19,9,7.9779,4.1
10,4,11,2.5256,5.1
3,2,1,0.6115,7.8
0,0,0,0.0,7.4
29,34,6,4.1715,5.0
20,5,2,3.7921,12.7
8,3,3,1.6532,6.3
18,20,9,4.8754,2.5
55,46,13,8.705,6.3
12,6,4,2.2466,7.4
49,34,18,3.9455999999999998,4.6
12,8,5,4.057,3.9
43,8,6,4.0630999999999995,7.6
12,10,5,2.7995,3.8
7,-21,2,0.87,2.6
18,12,8,2.3964000000000003,1.6
4,0,0,0.0,10.4
1,0,-1,0.0,2.9
13,36,7,2.4249,4.2
55,37,14,6.984,8.3
3,3,1,0.8588,4.6
16,6,7,4.8578,10.3
9,0,0,0.0,5.0
5,2,1,0.9196,4.9
11,16,6,0.4667,6.9
11,3,1,1.6776,3.8
35,18,13,5.4818999999999996,4.3
7,2,2,2.8694,8.7
31,7,6,5.2411,2.6
22,16,10,0.8575,11.4
12,9,5,1.7239,7.3
14,81,27,0.872,7.7
31,39,8,3.4039,2.5
48,51,19,6.1265,8.6
28,17,5,2.3733,9.6
13,3,3,2.6014,6.9
17,7,7,6.6711,6.5
21,9,6,4.0053,5.2
8,45,3,0.0503,2.2
3,2,1,1.1318,6.7
5,45,19,1.9950999999999999,7.8
43,20,20,0.8051,2.8
21,18,5,2.4895,6.5
30,15,7,4.2444,3.4
21,30,12,8.5871,9.0
21,22,7,8.1717,7.8
8,-27,4,3.7943000000000002,5.8
15,-14,4,3.6683000000000003,3.1
37,30,8,3.2676,5.0
12,5,3,2.6463,4.8
16,3,5,4.2935,7.2
20,10,9,5.9401,7.5
16,17,12,10.1249,4.4
4,0,0,0.0,9.9
43,3,6,1.6096,4.9
14,18,16,0.3003,7.5
26,16,7,1.3499,5.1
22,16,7,11.298399999999999,4.5
13,32,5,1.997,4.3
14,8,10,11.2986,3.5
0,0,0,0.0,10.6
11,22,14,0.0805,7.1
10,1,3,2.9273000000000002,8.0
10,7,3,2.6689000000000003,4.6
11,11,6,3.0262,4.9
17,3,6,5.5407,2.6
14,9,5,8.4803,7.3
28,20,10,5.7398,1.4
23,15,12,11.0265,3.5
26,17,16,9.9746,2.8
19,10,8,7.6105,4.9
19,26,14,6.8826,10.6
13,6,3,2.2985,1.9
52,9,13,4.4045,2.9
43,16,11,0.0446,8.2
13,-3,6,4.6373999999999995,11.7
27,-1,5,9.4032,5.3
10,34,7,6.480600000000001,6.5
19,15,8,0.008,9.2
27,4,6,7.061,4.1
25,3,5,3.2924,4.9
15,7,6,7.4182,11.7
23,15,10,8.731399999999999,4.9
18,43,6,2.9897,4.7
13,5,2,0.583,6.7
5,10,9,5.5187,4.7
22,7,5,3.2431,6.1
22,25,13,0.3901,6.5
8,8,4,1.5084000000000002,6.5
15,10,6,4.6611,5.2
21,15,8,0.9779,9.3
34,37,24,8.6809,8.5
15,4,3,1.6950999999999998,9.3
17,15,7,4.941,4.7
11,6,4,2.014,4.5
19,11,9,6.3247,5.4
36,8,10,1.4867000000000001,4.5
2,0,1,0.15430000000000002,4.4
25,4,10,10.4754,5.5
31,43,33,0.0033,2.5
5,16,1,1.0737,0.4
5,15,9,3.1266,5.7
39,17,12,13.3971,2.5
15,19,8,1.3246,5.2
6,1,1,0.43889999999999996,11.4
45,0,0,0.0,8.9
33,37,17,7.8531,5.0
8,3,2,0.5147999999999999,7.8
26,29,12,3.088,12.6
8,20,12,0.4532,5.0
9,2,1,1.403,6.9
7,-3,1,0.2363,4.2
6,-4,2,2.3173000000000004,6.0
28,7,10,9.475200000000001,4.8
23,18,12,8.0875,4.7
25,17,10,12.9554,5.7
13,-8,6,7.7699,6.7
11,-17,2,0.976,4.8
11,7,6,5.2214,7.0
36,11,9,8.263399999999999,1.1
17,28,6,3.5606,7.3
16,11,12,0.794,8.0
26,21,14,13.4964,9.1
16,15,7,3.2323000000000004,3.3
10,-26,3,4.2158999999999995,4.3
18,6,5,3.891,13.4
0,0,0,0.0,4.7
47,17,12,8.382200000000001,5.2
16,11,3,3.6216,7.9
15,5,4,1.7971,7.2
11,7,5,3.5033000000000003,6.0
1,0,0,0.0,9.3
7,46,35,14.272,4.5
6,5,3,2.3461,4.2
52,6,11,0.306,12.5
20,-4,7,6.3596,4.4
15,35,4,2.9888000000000003,8.6
42,49,13,4.512899999999999,4.5
6,8,3,0.0678,3.1
